"","firstname","sex","race","call_back"
"2099","Latonya","female","black","Yes"
"2100","Tamika","female","black","Yes"
"2101","Aisha","female","black","No"
"2102","Emily","female","white","No"
"2103","Latoya","female","black","No"
"2104","Meredith","female","white","No"
"2105","Aisha","female","black","No"
"2106","Allison","female","white","No"
"2107","Carrie","female","white","Yes"
"2108","Latoya","female","black","No"
"2109","Emily","female","white","Yes"
"2110","Latonya","female","black","No"
"2111","Laurie","female","white","Yes"
"2112","Tyrone","male","black","No"
"2113","Anne","female","white","No"
"2114","Latoya","female","black","No"
"2115","Sarah","female","white","No"
"2116","Tanisha","female","black","No"
"2117","Aisha","female","black","No"
"2118","Laurie","female","white","No"
"2119","Sarah","female","white","No"
"2120","Tamika","female","black","No"
"2121","Aisha","female","black","No"
"2122","Emily","female","white","No"
"2123","Laurie","female","white","No"
"2124","Tanisha","female","black","No"
"2125","Ebony","female","black","No"
"2126","Laurie","female","white","No"
"2127","Meredith","female","white","No"
"2128","Tamika","female","black","No"
"2129","Latoya","female","black","No"
"2130","Meredith","female","white","No"
"2131","Sarah","female","white","No"
"2132","Tamika","female","black","No"
"2133","Allison","female","white","No"
"2134","Jill","female","white","No"
"2135","Kenya","female","black","No"
"2136","Latoya","female","black","No"
"2137","Ebony","female","black","No"
"2138","Emily","female","white","No"
"2139","Jill","female","white","No"
"2140","Lakisha","female","black","No"
"2141","Allison","female","white","No"
"2142","Emily","female","white","No"
"2143","Kenya","female","black","No"
"2144","Tamika","female","black","No"
"2145","Anne","female","white","No"
"2146","Kristen","female","white","No"
"2147","Lakisha","female","black","No"
"2148","Tamika","female","black","No"
"2149","Anne","female","white","No"
"2150","Carrie","female","white","No"
"2151","Latonya","female","black","No"
"2152","Latoya","female","black","No"
"2153","Brad","male","white","No"
"2154","Brendan","male","white","No"
"2155","Brett","male","white","No"
"2156","Carrie","female","white","No"
"2157","Ebony","female","black","No"
"2158","Emily","female","white","No"
"2159","Geoffrey","male","white","No"
"2160","Greg","male","white","No"
"2161","Greg","male","white","No"
"2162","Hakim","male","black","No"
"2163","Jamal","male","black","No"
"2164","Jamal","male","black","No"
"2165","Jermaine","male","black","Yes"
"2166","Kareem","male","black","No"
"2167","Keisha","female","black","No"
"2168","Kristen","female","white","No"
"2169","Lakisha","female","black","No"
"2170","Lakisha","female","black","No"
"2171","Latonya","female","black","No"
"2172","Latonya","female","black","No"
"2173","Latoya","female","black","No"
"2174","Latoya","female","black","No"
"2175","Latoya","female","black","No"
"2176","Laurie","female","white","No"
"2177","Laurie","female","white","No"
"2178","Laurie","female","white","No"
"2179","Matthew","male","white","No"
"2180","Matthew","male","white","No"
"2181","Matthew","male","white","No"
"2182","Neil","male","white","No"
"2183","Neil","male","white","No"
"2184","Rasheed","male","black","No"
"2185","Rasheed","male","black","No"
"2186","Tamika","female","black","No"
"2187","Tanisha","female","black","No"
"2188","Tanisha","female","black","No"
"2189","Todd","male","white","No"
"2190","Todd","male","white","No"
"2191","Todd","male","white","No"
"2192","Tyrone","male","black","No"
"2193","Latonya","female","black","No"
"2194","Meredith","female","white","Yes"
"2195","Sarah","female","white","Yes"
"2196","Tanisha","female","black","No"
"2197","Allison","female","white","No"
"2198","Kenya","female","black","No"
"2199","Kristen","female","white","No"
"2200","Lakisha","female","black","No"
"2201","Carrie","female","white","No"
"2202","Keisha","female","black","Yes"
"2203","Latoya","female","black","No"
"2204","Laurie","female","white","Yes"
"2205","Allison","female","white","Yes"
"2206","Ebony","female","black","No"
"2207","Latoya","female","black","No"
"2208","Laurie","female","white","Yes"
"2209","Jill","female","white","No"
"2210","Keisha","female","black","No"
"2211","Latonya","female","black","Yes"
"2212","Sarah","female","white","No"
"2213","Emily","female","white","No"
"2214","Jill","female","white","No"
"2215","Latoya","female","black","No"
"2216","Tamika","female","black","No"
"2217","Emily","female","white","No"
"2218","Jill","female","white","No"
"2219","Kenya","female","black","No"
"2220","Latoya","female","black","No"
"2221","Aisha","female","black","No"
"2222","Carrie","female","white","Yes"
"2223","Latonya","female","black","Yes"
"2224","Sarah","female","white","No"
"2225","Kenya","female","black","No"
"2226","Kristen","female","white","No"
"2227","Lakisha","female","black","No"
"2228","Meredith","female","white","Yes"
"2229","Carrie","female","white","Yes"
"2230","Kenya","female","black","No"
"2231","Latonya","female","black","No"
"2232","Laurie","female","white","No"
"2233","Allison","female","white","No"
"2234","Brendan","male","white","Yes"
"2235","Jamal","male","black","No"
"2236","Tamika","female","black","No"
"2237","Allison","female","white","No"
"2238","Emily","female","white","No"
"2239","Latonya","female","black","No"
"2240","Latoya","female","black","No"
"2241","Aisha","female","black","No"
"2242","Allison","female","white","No"
"2243","Kristen","female","white","No"
"2244","Latonya","female","black","No"
"2245","Ebony","female","black","No"
"2246","Emily","female","white","No"
"2247","Latonya","female","black","No"
"2248","Laurie","female","white","No"
"2249","Brendan","male","white","No"
"2250","Brendan","male","white","No"
"2251","Jamal","male","black","No"
"2252","Jermaine","male","black","No"
"2253","Allison","female","white","No"
"2254","Emily","female","white","No"
"2255","Tamika","female","black","No"
"2256","Tanisha","female","black","Yes"
"2257","Ebony","female","black","No"
"2258","Emily","female","white","No"
"2259","Keisha","female","black","No"
"2260","Meredith","female","white","No"
"2261","Ebony","female","black","No"
"2262","Kristen","female","white","No"
"2263","Meredith","female","white","No"
"2264","Tanisha","female","black","No"
"2265","Emily","female","white","No"
"2266","Keisha","female","black","No"
"2267","Latoya","female","black","No"
"2268","Laurie","female","white","No"
"2269","Aisha","female","black","No"
"2270","Allison","female","white","No"
"2271","Brendan","male","white","No"
"2272","Brendan","male","white","No"
"2273","Carrie","female","white","No"
"2274","Carrie","female","white","No"
"2275","Darnell","male","black","No"
"2276","Ebony","female","black","No"
"2277","Emily","female","white","No"
"2278","Geoffrey","male","white","No"
"2279","Geoffrey","male","white","No"
"2280","Greg","male","white","No"
"2281","Hakim","male","black","No"
"2282","Jay","male","white","No"
"2283","Kareem","male","black","No"
"2284","Kenya","female","black","No"
"2285","Kenya","female","black","No"
"2286","Kristen","female","white","No"
"2287","Kristen","female","white","No"
"2288","Lakisha","female","black","No"
"2289","Lakisha","female","black","No"
"2290","Lakisha","female","black","No"
"2291","Latonya","female","black","No"
"2292","Latoya","female","black","No"
"2293","Laurie","female","white","No"
"2294","Matthew","male","white","No"
"2295","Meredith","female","white","No"
"2296","Neil","male","white","No"
"2297","Rasheed","male","black","No"
"2298","Tamika","female","black","No"
"2299","Tanisha","female","black","No"
"2300","Tremayne","male","black","No"
"2301","Aisha","female","black","No"
"2302","Anne","female","white","Yes"
"2303","Carrie","female","white","Yes"
"2304","Kenya","female","black","Yes"
"2305","Keisha","female","black","No"
"2306","Kristen","female","white","No"
"2307","Latonya","female","black","No"
"2308","Meredith","female","white","No"
"2309","Carrie","female","white","No"
"2310","Jill","female","white","No"
"2311","Keisha","female","black","No"
"2312","Lakisha","female","black","No"
"2313","Aisha","female","black","No"
"2314","Allison","female","white","No"
"2315","Emily","female","white","No"
"2316","Tanisha","female","black","No"
"2317","Anne","female","white","Yes"
"2318","Ebony","female","black","Yes"
"2319","Emily","female","white","Yes"
"2320","Tamika","female","black","Yes"
"2321","Aisha","female","black","No"
"2322","Allison","female","white","No"
"2323","Latonya","female","black","No"
"2324","Laurie","female","white","No"
"2325","Anne","female","white","Yes"
"2326","Geoffrey","male","white","Yes"
"2327","Jermaine","male","black","Yes"
"2328","Latoya","female","black","No"
"2329","Aisha","female","black","No"
"2330","Kristen","female","white","No"
"2331","Latonya","female","black","No"
"2332","Sarah","female","white","No"
"2333","Jill","female","white","No"
"2334","Keisha","female","black","No"
"2335","Kristen","female","white","No"
"2336","Lakisha","female","black","No"
"2337","Aisha","female","black","No"
"2338","Emily","female","white","No"
"2339","Latonya","female","black","No"
"2340","Laurie","female","white","No"
"2341","Anne","female","white","No"
"2342","Anne","female","white","No"
"2343","Anne","female","white","No"
"2344","Brad","male","white","No"
"2345","Brad","male","white","No"
"2346","Emily","female","white","No"
"2347","Greg","male","white","No"
"2348","Hakim","male","black","No"
"2349","Jamal","male","black","No"
"2350","Jermaine","male","black","No"
"2351","Jill","female","white","No"
"2352","Kareem","male","black","No"
"2353","Kareem","male","black","No"
"2354","Keisha","female","black","No"
"2355","Keisha","female","black","No"
"2356","Keisha","female","black","No"
"2357","Lakisha","female","black","No"
"2358","Lakisha","female","black","No"
"2359","Laurie","female","white","No"
"2360","Laurie","female","white","No"
"2361","Leroy","male","black","No"
"2362","Leroy","male","black","No"
"2363","Meredith","female","white","No"
"2364","Meredith","female","white","No"
"2365","Neil","male","white","No"
"2366","Rasheed","male","black","No"
"2367","Tamika","female","black","No"
"2368","Todd","male","white","No"
"2369","Aisha","female","black","No"
"2370","Anne","female","white","No"
"2371","Meredith","female","white","No"
"2372","Tamika","female","black","No"
"2373","Aisha","female","black","No"
"2374","Jill","female","white","No"
"2375","Meredith","female","white","No"
"2376","Tanisha","female","black","Yes"
"2377","Allison","female","white","No"
"2378","Anne","female","white","No"
"2379","Keisha","female","black","Yes"
"2380","Lakisha","female","black","Yes"
"2381","Allison","female","white","Yes"
"2382","Latonya","female","black","Yes"
"2383","Latoya","female","black","Yes"
"2384","Meredith","female","white","Yes"
"2385","Aisha","female","black","No"
"2386","Kenya","female","black","No"
"2387","Laurie","female","white","No"
"2388","Meredith","female","white","No"
"2389","Allison","female","white","No"
"2390","Latonya","female","black","No"
"2391","Sarah","female","white","No"
"2392","Tamika","female","black","No"
"2393","Jill","female","white","Yes"
"2394","Latonya","female","black","No"
"2395","Latoya","female","black","No"
"2396","Meredith","female","white","Yes"
"2397","Allison","female","white","No"
"2398","Latoya","female","black","No"
"2399","Meredith","female","white","No"
"2400","Tamika","female","black","No"
"2401","Ebony","female","black","No"
"2402","Kenya","female","black","No"
"2403","Kristen","female","white","No"
"2404","Laurie","female","white","No"
"2405","Hakim","male","black","No"
"2406","Jay","male","white","No"
"2407","Leroy","male","black","No"
"2408","Meredith","female","white","No"
"2409","Ebony","female","black","No"
"2410","Kristen","female","white","No"
"2411","Latonya","female","black","No"
"2412","Meredith","female","white","No"
"2413","Aisha","female","black","No"
"2414","Carrie","female","white","No"
"2415","Ebony","female","black","No"
"2416","Kristen","female","white","No"
"2417","Jamal","male","black","No"
"2418","Todd","male","white","No"
"2419","Anne","female","white","No"
"2420","Ebony","female","black","No"
"2421","Kenya","female","black","No"
"2422","Kristen","female","white","No"
"2423","Allison","female","white","No"
"2424","Anne","female","white","No"
"2425","Tamika","female","black","No"
"2426","Tanisha","female","black","No"
"2427","Allison","female","white","No"
